2.6420130,4.3230658,0.1988979
2.4230746,4.2987847,0.3977957
2.2331119,4.2240830,0.5966936
2.0584027,4.1295885,0.7955915
1.8928827,4.0173633,0.9944894
1.7374378,3.8916882,1.1933872
1.5911229,3.7562091,1.3922851
1.4515442,3.6142787,1.5911830
1.3155197,3.4684363,1.7900809
1.1804642,3.3216584,1.9889787
1.0449661,3.1778083,2.1878766
0.9028828,3.0355170,2.3867745
0.7560436,2.9010075,2.5856723
0.6040180,2.7771733,2.7845702
0.4390008,2.6612946,2.9834681
0.2678770,2.5604036,3.1823660
0.0919344,2.4729226,3.3812638
-0.0893211,2.3951682,3.5801617
-0.2749671,2.3267668,3.7790596
-0.4647395,2.2693278,3.9779575
-0.6589729,2.2241175,4.1768553
-0.8570895,2.1919567,4.3757532
-1.0538811,2.1734858,4.5746511
-1.2523719,2.1678567,4.7735489
-1.4526062,2.1747368,4.9724468
-1.6496893,2.1931185,5.1713447
-1.8464845,2.2220856,5.3702426
-2.0426233,2.2604539,5.5691404
-2.2351155,2.3061064,5.7680383
-2.4282382,2.3583638,5.9669362
-2.6181298,2.4144329,6.1658341
-2.8087430,2.4735502,6.3647319
-2.9983515,2.5332459,6.5636298
-3.1888014,2.5920177,6.7625277
-3.3798454,2.6477575,6.9614255
-3.5724044,2.6987182,7.1603234
-3.7662788,2.7429860,7.3592213
-3.9622679,2.74,7.5581192
-4.1591075,2.74,7.7570170
-4.3580743,2.74,7.9559149
-4.5563279,2.74,8.1548128
-4.7551940,2.74,8.3537106
-4.9509261,2.74,8.5526085
-5.1433091,2.7169998,8.7515064
-5.3298560,2.6465698,8.9504043
-5.5073589,2.5583595,9.1493021
-5.6772085,2.4506377,9.3482000
-5.8315535,2.3273563,9.5470979
-5.9717414,2.1851548,9.7459958
-6.0914762,2.0238552,9.9448936
-6.1806644,1.8475249,10.1437915
-6.2314515,1.6562039,10.3426894
-6.2658949,1.4577840,10.5415872
-6.2716322,1.2970881,10.7404851
-6.2706095,1.1190233,10.9393830
-6.1995994,0.9294581,11.1382809
-6.0976834,0.7499971,11.3371787
-5.9822012,0.5897785,11.5360766
-5.8496733,0.4375784,11.7349745
-5.7061265,0.2993790,11.9338724
-5.5500532,0.1736265,12.1327702
-5.3857061,0.0643893,12.3316681
-5.2097142,-0.0298886,12.5305660
-5.0276314,-0.1070832,12.7294638
-4.8389606,-0.1698904,12.9283617
-4.6467173,-0.2200573,13.1272596
-4.4518854,-0.2603708,13.3261575
-4.2559451,-0.2936148,13.5250553
-4.0590414,-0.3225181,13.7239532
-3.8619133,-0.3489036,13.9228511
-3.6645182,-0.3734509,14.1217490
-3.4669085,-0.3964100,14.3206468
-3.2691649,-0.4178168,14.5195447
-3.0712442,-0.4377202,14.7184426
-2.8731911,-0.4561621,14.9173404
-2.6749837,-0.4731942,15.1162383
-2.4767600,-0.4888583,15.3151362
-2.2782789,-0.5032285,15.5140341
-2.0798500,-0.5163420,15.7129319
-1.8812763,-0.5282750,15.9118298
-1.6826118,-0.5390899,16.1107277
-1.4841087,-0.5488449,16.3096256
-1.2852078,-0.5576401,16.5085234
-1.0865319,-0.5655258,16.7074213
-0.8877517,-0.5725984,16.9063192
-0.6888495,-0.5789442,17.1052170
-0.4902636,-0.5846414,17.3041149
-0.2912027,-0.5897561,17.5030128
-0.0923677,-0.5941250,17.7019107
0.1063689,-0.5971157,17.9008085
0.3054996,-0.5975301,18.0997064
0.5042156,-0.5940016,18.2986043
0.7029440,-0.5851205,18.4975022
0.9013351,-0.5695219,18.6964000
1.0985531,-0.5459633,18.8952979
1.2948372,-0.5131336,19.0941958
1.4889481,-0.4700202,19.2930936
1.6800440,-0.4156826,19.4919915
1.8674095,-0.3492914,19.6908894
2.0502622,-0.2704836,19.8897873
2.2272975,-0.1802432,20.0886851
2.3999234,-0.0785878,20.2875830
2.5659221,0.0328493,20.4864809
2.7231164,0.1519033,20.6853787
2.8756208,0.2807807,20.8842766
3.0217739,0.4159083,21.0831745
3.1620367,0.5528859,21.2820724
3.3004109,0.6916458,21.4809702
3.4371078,0.8374285,21.6798681
3.5655448,0.9911991,21.8787660
3.6811676,1.1504081,22.0776639
3.7869590,1.3212030,22.2765617
3.8781109,1.4974469,22.4754596
3.9554345,1.6810383,22.6743575
4.0180119,1.8706461,22.8732553
4.0649473,2.0636144,23.0721532
4.0964093,2.2608168,23.2710511
4.1116565,2.4590107,23.4699490
4.1103224,2.6581061,23.6688468
4.0915462,2.8564839,23.8677447
4.0543449,3.0515557,24.0666426
3.9973107,3.2426841,24.2655405
3.9204041,3.4257992,24.4644383
3.8230364,3.5997436,24.6633362
3.7062183,3.7613577,24.8622341
3.5720125,3.9074621,25.0611319
3.4186593,4.0387031,25.2600298
3.2547014,4.1473179,25.4589277
3.0740281,4.2351671,25.6578256
2.8724789,4.3075449,26.0556213
