9.500000000000000000e+00,2.666666666666666963e+00
9.500000000000000000e+00,5.633333333333333748e+00
9.500000000000000000e+00,8.599999999999999645e+00
7.179999999999999716e+00,8.599999999999999645e+00
5.82e+00,8.08e+00
4.38, 8.15
2.540000000000000924e+00,8.599999999999999645e+00
2.200000000000006395e-01,8.599999999999999645e+00
-2.099999999999999645e+00,8.599999999999999645e+00
-5.04e+00,8.01e+00
-6.739999999999998437e+00,8.599999999999999645e+00
-9.2e+00,9.16e+00
-1.12e+01,9.07e+00
-12.9, 8.8
-1.38e+01,7.35e+00
-1.369999999999999929e+01,5.633333333333332860e+00
-1.369999999999999929e+01,2.666666666666666075e+00
-1.34e+01,-2.0e-01
-1.137999999999999901e+01,-2.999999999999999889e-01
-9.36e+00,-6.45e-01
-7.08e+00,-7.17e-01
-4.419999999999999929e+00,-2.999999999999999889e-01
-2.099999999999999645e+00,-2.999999999999999889e-01
2.199999999999988631e-01,-2.999999999999999889e-01
2.539999999999999147e+00,-2.999999999999999889e-01
4.859999999999999432e+00,-2.999999999999999889e-01
7.179999999999999716e+00,-2.999999999999999889e-01
9.500000000000000000e+00,-2.999999999999999889e-01
