2.5578741,4.7533902,1.7830363,-11.2596030,0.5960305,-0.0177626
2.3692932,4.7389013,1.7468417,1.0900483,0.5900769,1.9825905
2.1771600,4.6857235,1.9210492,0.7146920,1.0660114,1.9431810
1.9921117,4.6031248,2.0572424,0.6247253,1.3816303,1.9045549
1.8191010,4.4974342,2.1806010,0.6080307,1.6328100,1.8666966
1.6644321,4.3754810,2.2943767,0.5513847,1.8461267,1.8295908
1.5218593,4.2350543,2.4016123,0.5042934,2.0336045,1.7076936
1.3949867,4.0823882,2.4914827,0.4040924,2.1941855,1.7592775
1.2804036,3.9195222,2.5614261,0.2821042,2.3481611,1.7243070
1.1751977,3.7505867,2.6029832,0.1371218,2.4898530,1.6900316
1.0743852,3.5784708,2.6153114,-0.0170354,2.6213067,1.6564375
0.9735692,3.4076986,2.5958599,-0.1812698,2.7440435,-2.0250730
0.8656934,3.2388406,2.5456382,-0.3229580,2.5932019,-1.4092854
0.7483209,3.0789624,2.4658466,-0.4702685,2.4828264,-0.8242439
0.6157869,2.9297683,2.3605689,-0.5940972,2.4159355,-0.5340777
0.4657677,2.7966528,2.2304641,-0.6662276,2.3715857,-0.2757399
0.3034209,2.6873010,2.0942716,-0.7253213,2.3483605,-0.2757399
0.1235924,2.5991674,1.9651359,-0.5315120,2.3249033,0.8568256
-0.0629431,2.5312587,1.8809143,-0.3182989,2.3970421,1.7127095
-0.2514605,2.4755504,1.8407143,-0.1387154,2.5350952,1.6786646
-0.4416304,2.4251212,1.8196807,-0.1197248,2.6634695,1.6452965
-0.6338319,2.3789876,1.7912545,-0.1750255,2.7835528,1.6125917
-0.8290964,2.3391533,1.7513707,-0.2189107,2.8964221,1.5805370
-1.0275239,2.3075928,1.7049313,-0.2414416,3.0029339,1.3718928
-1.2228785,2.2859323,1.6574978,-0.2419285,3.0924125,1.2082828
-1.4212948,2.2734842,1.6096377,-0.2357401,3.1691284,1.1302051
-1.6219201,2.2703727,1.5632456,-0.2265580,3.2392428,1.0981621
-1.8191854,2.2761377,1.5205566,-0.2070096,3.3059452,1.1910716
-2.0177662,2.2901157,1.4812105,-0.1848678,3.3768019,1.3218519
-2.2160019,2.3114258,1.4470986,-0.1580150,3.4537371,1.4035850
-2.4119113,2.3387074,1.4188463,-0.1262528,3.5335963,1.3756848
-2.6096842,2.3713430,1.3966928,-0.0948645,3.6101543,1.3483393
-2.8036963,2.4070253,1.3826496,-0.0486005,3.6836468,1.3215373
-2.9999846,2.4450983,1.3772109,-0.0035830,3.7542826,-0.0940817
-3.1946427,2.4829582,1.3820009,0.0512570,3.7492979,-3.3282421
-3.3908119,2.5190453,1.3974620,0.1027528,3.5684835,-2.8238870
-3.5869685,2.5510068,1.4226985,0.1512893,3.4075538,-2.4149011
-3.7843893,2.5771001,1.4576579,0.1988165,3.2636431,-2.0705511
-3.9823955,2.5953339,1.5018533,0.2463175,3.1349972,-1.7409366
-4.1812600,2.6038413,1.5559196,0.2972681,3.0225963,-1.4012874
-4.3799116,2.6005724,1.6204246,0.3529156,2.9289929,-1.1665998
-4.5781972,2.5833687,1.6957435,0.3991468,2.8487210,-0.9649047
-4.7738401,2.5506037,1.7791531,0.4425568,2.7805769,-0.9340483
-4.9667280,2.5006206,1.8702342,0.4665541,2.7129822,-0.9172414
-5.1528982,2.4334317,1.9648599,0.4906700,2.6449231,-0.8877342
-5.3335201,2.3476827,2.0632324,0.4931691,2.5773425,-1.0307872
-5.5032096,2.2455838,2.1621001,0.5032696,2.4965775,-1.1328169
-5.6635141,2.1258429,2.2626673,0.5055282,2.4046917,-1.3302626
-5.8104434,1.9908812,2.3653927,0.5207191,2.2920927,-1.4984864
-5.9409835,1.8432828,2.4705914,0.5543428,2.1582302,-1.6190723
-6.0574318,1.6778557,2.5873981,0.6037033,2.0035685,-1.7559828
-6.1511537,1.5025980,2.7168956,0.6975166,1.8210399,-1.7933062
-6.2193780,1.3175427,2.8630861,0.8090191,1.6134583,-2.0001699
-6.2568303,1.1217767,3.0520483,1.1122241,1.3446447,-2.0541167
-6.2479633,0.9247156,-2.9343119,1.9522273,0.9957129,-0.0486060
-6.2402052,0.7362090,-3.0341998,4.1147155,0.9859618,-0.0486060
-6.1773711,0.5479337,-2.6849817,0.9936251,0.9761132,1.9523601
-6.0802577,0.3827889,-2.5483367,0.5529264,1.3149024,1.9135516
-5.9582686,0.2206268,-2.4484357,0.4472788,1.5778818,1.8755144
-5.8230617,0.0716316,-2.3615267,0.4283485,1.7987029,1.8382334
-5.6761847,-0.0646139,-2.2760652,0.4251434,1.9915149,1.8016934
-5.5197178,-0.1866215,-2.1888673,0.4615080,2.1638864,1.6049128
-5.3506194,-0.2950684,-2.0916680,0.5081934,2.3066092,1.0301618
-5.1746632,-0.3842089,-1.9862629,0.5479354,2.3937403,0.5738346
-4.9891070,-0.4544113,-1.8796869,0.5185576,2.4409268,0.6124633
-4.7977798,-0.5052157,-1.7832511,0.4516524,2.4903035,0.8889464
-4.6018917,-0.5388440,-1.7008305,0.3769987,2.5602768,1.2010160
-4.4044200,-0.5577386,-1.6343169,0.2933447,2.6518838,1.5854325
-4.2057665,-0.5651160,-1.5842828,0.2097874,2.7681735,1.6168608
-4.0068189,-0.5641878,-1.5506535,0.1291074,2.8819397,1.5847212
-3.8081576,-0.5581158,-1.5321037,0.0595411,2.9892459,1.5532205
-3.6093441,-0.5496753,-1.5267451,-0.0001091,3.0908060,1.5223459
-3.4107766,-0.5410144,-1.5281200,-0.0137188,3.1872086,1.4920851
-3.2121202,-0.5328846,-1.5319364,-0.0214190,3.2789458,1.4624257
-3.0134771,-0.5255880,-1.5362408,-0.0218940,3.3664344,1.4333560
-2.8147723,-0.5191553,-1.5406454,-0.0224268,3.4500317,1.4048641
-2.6160972,-0.5136100,-1.5451585,-0.0229964,3.5300468,1.3769385
-2.4173363,-0.5089719,-1.5497939,-0.0236361,3.6067492,1.3495680
-2.2185949,-0.5052686,-1.5545580,-0.0243143,3.6803760,1.3227416
-2.0198569,-0.5025262,-1.5594618,-0.0250312,3.7511372,1.2964485
-1.8210591,-0.5007644,-1.5643581,-0.0237952,3.8192199,1.2706780
-1.6223283,-0.4999429,-1.5688941,-0.0207974,3.8847916,1.2454197
-1.4235253,-0.4998974,-1.5718465,-0.0088959,3.9480031,1.2206636
-1.2247557,-0.5002014,-1.5723658,0.0044151,4.0089912,1.1963995
-1.0259921,-0.5003277,-1.5700021,0.0193771,4.0678797,1.1726177
-0.8271865,-0.4996791,-1.5644889,0.0365205,4.1247819,1.1493087
-0.6284460,-0.4975874,-1.5554678,0.0542685,4.1798014,1.1264630
-0.4296783,-0.4933503,-1.5429059,0.0721267,4.2330333,1.1040714
-0.2310132,-0.4862646,-1.5268020,0.0896813,4.2845654,1.0821250
-0.0325628,-0.4756420,-1.5072647,0.1069722,4.3344787,1.0508525
0.1657330,-0.4607964,-1.4843243,0.1236678,4.3824054,0.2708706
0.3634669,-0.4410937,-1.4580853,0.1403023,4.3946744,-2.0297412
0.5606794,-0.4158739,-1.4285890,0.1564646,4.3018867,-1.8236691
0.7569799,-0.3845378,-1.3958820,0.1723949,4.2167783,-1.6308903
0.9519863,-0.3465156,-1.3600575,0.1882788,4.1391847,-1.4528735
1.1456031,-0.3011862,-1.3210663,0.2038561,4.0688146,-1.2839267
1.3370866,-0.2480876,-1.2790035,0.2192804,4.0055987,-1.1220638
1.5261367,-0.1866767,-1.2339123,0.2344980,3.9495238,-0.9424430
1.7120760,-0.1165366,-1.1857041,0.2508371,3.9018028,-0.7672898
1.8942754,-0.0372262,-1.1342393,0.2666838,3.8625153,-0.7314124
2.0720847,0.0515953,-1.0805835,0.2734436,3.8246892,-0.7314124
2.2449622,0.1500406,-1.0255671,0.2769537,3.7864853,-0.6876895
2.4119810,0.2577406,-0.9705135,0.2781022,3.7502101,-0.6144545
2.5733645,0.3749261,-0.9150397,0.2774016,3.7174987,-0.5246237
2.7272709,0.5002421,-0.8597336,0.2791217,3.6893400,-0.4797516
2.8745952,0.6344283,-0.8043871,0.2775672,3.6634003,-0.3961162
