9.500000000000000000e+00,2.562500000000000333e-01
9.500000000000000000e+00,8.125000000000000000e-01
9.500000000000000000e+00,1.368750000000000133e+00
9.500000000000000000e+00,1.925000000000000044e+00
9.500000000000000000e+00,2.481250000000000178e+00
9.500000000000000000e+00,3.037500000000000533e+00
9.500000000000000000e+00,3.593750000000000444e+00
9.500000000000000000e+00,4.150000000000000355e+00
9.500000000000000000e+00,4.706250000000000711e+00
9.500000000000000000e+00,5.262500000000000178e+00
9.500000000000000000e+00,5.818750000000000533e+00
9.500000000000000000e+00,6.375000000000000888e+00
9.500000000000000000e+00,6.931250000000000355e+00
9.500000000000000000e+00,7.487500000000000711e+00
9.500000000000000000e+00,8.043749999999999289e+00
9.500000000000000000e+00,8.599999999999999645e+00
8.984444444444443789e+00,8.599999999999999645e+00
8.468888888888889355e+00,8.599999999999999645e+00
7.953333333333333144e+00,8.599999999999999645e+00
7.437777777777777821e+00,8.599999999999999645e+00
6.922222222222222499e+00,8.599999999999999645e+00
6.406666666666666288e+00,8.599999999999999645e+00
5.891111111111110965e+00,8.599999999999999645e+00
5.375555555555555642e+00,8.599999999999999645e+00
4.860000000000000320e+00,8.599999999999999645e+00
4.344444444444444997e+00,8.599999999999999645e+00
3.828888888888888786e+00,8.599999999999999645e+00
3.313333333333333464e+00,8.599999999999999645e+00
2.797777777777778141e+00,8.599999999999999645e+00
2.282222222222221930e+00,8.599999999999999645e+00
1.766666666666666607e+00,8.599999999999999645e+00
1.251111111111111285e+00,8.599999999999999645e+00
7.355555555555550740e-01,8.599999999999999645e+00
2.200000000000006395e-01,8.599999999999999645e+00
-2.955555555555555713e-01,8.599999999999999645e+00
-8.111111111111100058e-01,8.599999999999999645e+00
-1.326666666666666217e+00,8.599999999999999645e+00
-1.842222222222222427e+00,8.599999999999999645e+00
-2.357777777777776862e+00,8.599999999999999645e+00
-2.873333333333333073e+00,8.599999999999999645e+00
-3.388888888888889284e+00,8.599999999999999645e+00
-3.904444444444443718e+00,8.599999999999999645e+00
-4.419999999999999929e+00,8.599999999999999645e+00
-4.935555555555556140e+00,8.599999999999999645e+00
-5.451111111111110574e+00,8.599999999999999645e+00
-5.966666666666666785e+00,8.599999999999999645e+00
-6.482222222222221220e+00,8.599999999999999645e+00
-6.997777777777777430e+00,8.599999999999999645e+00
-7.513333333333331865e+00,8.599999999999999645e+00
-8.028888888888889852e+00,8.599999999999999645e+00
-8.544444444444444287e+00,8.599999999999999645e+00
-9.059999999999998721e+00,8.599999999999999645e+00
-9.575555555555556708e+00,8.599999999999999645e+00
-1.009111111111111114e+01,8.599999999999999645e+00
-1.060666666666666558e+01,8.599999999999999645e+00
-1.112222222222222001e+01,8.599999999999999645e+00
-1.163777777777777800e+01,8.599999999999999645e+00
-1.215333333333333243e+01,8.599999999999999645e+00
-1.266888888888888687e+01,8.599999999999999645e+00
-1.318444444444444485e+01,8.599999999999999645e+00
-1.369999999999999929e+01,8.599999999999999645e+00
-1.369999999999999929e+01,8.043749999999999289e+00
-1.369999999999999929e+01,7.487499999999999822e+00
-1.369999999999999929e+01,6.931249999999999467e+00
-1.369999999999999929e+01,6.375000000000000000e+00
-1.369999999999999929e+01,5.818749999999999645e+00
-1.369999999999999929e+01,5.262499999999999289e+00
-1.369999999999999929e+01,4.706249999999998934e+00
-1.369999999999999929e+01,4.149999999999999467e+00
-1.369999999999999929e+01,3.593749999999999112e+00
-1.369999999999999929e+01,3.037499999999999645e+00
-1.369999999999999929e+01,2.481249999999999289e+00
-1.369999999999999929e+01,1.924999999999998934e+00
-1.369999999999999929e+01,1.368749999999999467e+00
-1.369999999999999929e+01,8.124999999999991118e-01
-1.369999999999999929e+01,2.562499999999996447e-01
-1.369999999999999929e+01,-2.999999999999999889e-01
-1.318444444444444308e+01,-2.999999999999999889e-01
-1.266888888888888864e+01,-2.999999999999999889e-01
-1.215333333333333243e+01,-2.999999999999999889e-01
-1.163777777777777800e+01,-2.999999999999999889e-01
-1.112222222222222179e+01,-2.999999999999999889e-01
-1.060666666666666558e+01,-2.999999999999999889e-01
-1.009111111111111114e+01,-2.999999999999999889e-01
-9.575555555555554932e+00,-2.999999999999999889e-01
-9.059999999999998721e+00,-2.999999999999999889e-01
-8.544444444444444287e+00,-2.999999999999999889e-01
-8.028888888888888076e+00,-2.999999999999999889e-01
-7.513333333333332753e+00,-2.999999999999999889e-01
-6.997777777777777430e+00,-2.999999999999999889e-01
-6.482222222222221220e+00,-2.999999999999999889e-01
-5.966666666666665897e+00,-2.999999999999999889e-01
-5.451111111111110574e+00,-2.999999999999999889e-01
-4.935555555555554363e+00,-2.999999999999999889e-01
-4.419999999999999929e+00,-2.999999999999999889e-01
-3.904444444444443718e+00,-2.999999999999999889e-01
-3.388888888888889284e+00,-2.999999999999999889e-01
-2.873333333333333073e+00,-2.999999999999999889e-01
-2.357777777777776862e+00,-2.999999999999999889e-01
-1.842222222222222427e+00,-2.999999999999999889e-01
-1.326666666666666217e+00,-2.999999999999999889e-01
-8.111111111111100058e-01,-2.999999999999999889e-01
-2.955555555555555713e-01,-2.999999999999999889e-01
2.200000000000006395e-01,-2.999999999999999889e-01
7.355555555555568503e-01,-2.999999999999999889e-01
1.251111111111111285e+00,-2.999999999999999889e-01
1.766666666666667496e+00,-2.999999999999999889e-01
2.282222222222221930e+00,-2.999999999999999889e-01
2.797777777777778141e+00,-2.999999999999999889e-01
3.313333333333332575e+00,-2.999999999999999889e-01
3.828888888888890563e+00,-2.999999999999999889e-01
4.344444444444444997e+00,-2.999999999999999889e-01
4.859999999999999432e+00,-2.999999999999999889e-01
5.375555555555557419e+00,-2.999999999999999889e-01
5.891111111111111853e+00,-2.999999999999999889e-01
6.406666666666666288e+00,-2.999999999999999889e-01
6.922222222222220722e+00,-2.999999999999999889e-01
7.437777777777778709e+00,-2.999999999999999889e-01
7.953333333333333144e+00,-2.999999999999999889e-01
8.468888888888887578e+00,-2.999999999999999889e-01
8.984444444444445566e+00,-2.999999999999999889e-01
9.500000000000000000e+00,-2.999999999999999889e-01
